,terms,country,date
133108,public,United Kingdom,2020-01-26
133109,deaths,United Kingdom,2020-01-26
133110,#worldnews,United Kingdom,2020-01-26
133111,died,United Kingdom,2020-01-26
133112,things,United Kingdom,2020-01-26
133113,2019,United Kingdom,2020-01-26
133114,4,United Kingdom,2020-01-26
133115,latest,United Kingdom,2020-01-26
133116,@bbciplayer,United Kingdom,2020-01-26
133117,rooof,United Kingdom,2020-01-26
133118,shame,United Kingdom,2020-01-26
133119,10,United Kingdom,2020-01-26
133120,help,United Kingdom,2020-01-26
133121,make,United Kingdom,2020-01-26
133122,muslims,United Kingdom,2020-01-26
133123,fucking,United Kingdom,2020-01-26
133124,hope,United Kingdom,2020-01-26
133125,week,United Kingdom,2020-01-26
133126,dead,United Kingdom,2020-01-26
133127,excuse,United Kingdom,2020-01-26
133128,ll,United Kingdom,2020-01-26
133129,travel,United Kingdom,2020-01-26
133130,cold,United Kingdom,2020-01-26
133131,mask,United Kingdom,2020-01-26
133132,cunts,United Kingdom,2020-01-26
133133,say,United Kingdom,2020-01-26
133134,cases,United Kingdom,2020-01-26
133135,deadly,United Kingdom,2020-01-26
133136,officials,United Kingdom,2020-01-26
133137,spreading,United Kingdom,2020-01-26
133138,kill,United Kingdom,2020-01-26
133139,wto,United Kingdom,2020-01-26
133140,left,United Kingdom,2020-01-26
133141,480,United Kingdom,2020-01-26
133142,@twittermoments,United Kingdom,2020-01-26
133143,look,United Kingdom,2020-01-26
133144,case,United Kingdom,2020-01-26
133145,@mailonline,United Kingdom,2020-01-26
133146,want,United Kingdom,2020-01-26
133147,time,United Kingdom,2020-01-26
133148,gt,United Kingdom,2020-01-26
133149,really,United Kingdom,2020-01-26
133150,dettol,United Kingdom,2020-01-26
133151,reports,United Kingdom,2020-01-26
133152,type,United Kingdom,2020-01-26
133153,7,United Kingdom,2020-01-26
133154,bbc,United Kingdom,2020-01-26
133155,poor,United Kingdom,2020-01-26
133156,#ncov2019,United Kingdom,2020-01-26
133157,disease,United Kingdom,2020-01-26
133158,2020,United Kingdom,2020-01-26
133159,way,United Kingdom,2020-01-26
133160,billion,United Kingdom,2020-01-26
133161,world,United Kingdom,2020-01-26
133162,did,United Kingdom,2020-01-26
133163,yes,United Kingdom,2020-01-26
133164,drivers,United Kingdom,2020-01-26
133165,cow,United Kingdom,2020-01-26
133166,9,United Kingdom,2020-01-26
133167,post,United Kingdom,2020-01-26
133168,racism,United Kingdom,2020-01-26
133169,entry,United Kingdom,2020-01-26
133170,fuck,United Kingdom,2020-01-26
133171,horse,United Kingdom,2020-01-26
133172,thai,United Kingdom,2020-01-26
133173,tracker,United Kingdom,2020-01-26
133174,getting,United Kingdom,2020-01-26
133175,sure,United Kingdom,2020-01-26
133176,bats,United Kingdom,2020-01-26
133177,far,United Kingdom,2020-01-26
133178,bus,United Kingdom,2020-01-26
133179,hiv,United Kingdom,2020-01-26
133180,dung,United Kingdom,2020-01-26
133181,travellers,United Kingdom,2020-01-26
133182,#wuhan,United Kingdom,2020-01-26
133183,feel,United Kingdom,2020-01-26
133184,amid,United Kingdom,2020-01-26
133185,pretty,United Kingdom,2020-01-26
133186,read,United Kingdom,2020-01-26
133187,thought,United Kingdom,2020-01-26
133188,round,United Kingdom,2020-01-26
133189,@tomswarbrick1,United Kingdom,2020-01-26
133190,home,United Kingdom,2020-01-26
133191,flight,United Kingdom,2020-01-26
133192,0,United Kingdom,2020-01-26
133193,allah,United Kingdom,2020-01-26
133194,u,United Kingdom,2020-01-26
133195,#indian,United Kingdom,2020-01-26
133196,thier,United Kingdom,2020-01-26
133197,january,United Kingdom,2020-01-26
133198,scared,United Kingdom,2020-01-26
133199,common,United Kingdom,2020-01-26
133200,brits,United Kingdom,2020-01-26
133201,daily,United Kingdom,2020-01-26
133202,away,United Kingdom,2020-01-26
133203,build,United Kingdom,2020-01-26
133204,emergency,United Kingdom,2020-01-26
133205,does,United Kingdom,2020-01-26
133206,kids,United Kingdom,2020-01-26
133207,14,United Kingdom,2020-01-26
133208,come,United Kingdom,2020-01-26
133209,inside,United Kingdom,2020-01-26
133210,@imrankhanpti,United Kingdom,2020-01-26
133211,food,United Kingdom,2020-01-26
133212,today,United Kingdom,2020-01-26
133213,son,United Kingdom,2020-01-26
133214,infected,United Kingdom,2020-01-26
133215,family,United Kingdom,2020-01-26
133216,using,United Kingdom,2020-01-26
133217,@youtube,United Kingdom,2020-01-26
133218,saying,United Kingdom,2020-01-26
133219,putting,United Kingdom,2020-01-26
133220,epidemic,United Kingdom,2020-01-26
133221,times,United Kingdom,2020-01-26
133222,humans,United Kingdom,2020-01-26
133223,nation,United Kingdom,2020-01-26
133224,plague,United Kingdom,2020-01-26
133225,came,United Kingdom,2020-01-26
133226,plus,United Kingdom,2020-01-26
133227,vietnam,United Kingdom,2020-01-26
133228,die,United Kingdom,2020-01-26
133229,video,United Kingdom,2020-01-26
133230,@indiatvnews,United Kingdom,2020-01-26
133231,arse,United Kingdom,2020-01-26
133232,international,United Kingdom,2020-01-26
133233,looks,United Kingdom,2020-01-26
133234,tweet,United Kingdom,2020-01-26
133235,right,United Kingdom,2020-01-26
133236,given,United Kingdom,2020-01-26
133237,saw,United Kingdom,2020-01-26
133238,fears,United Kingdom,2020-01-26
133239,market,United Kingdom,2020-01-26
133240,london,United Kingdom,2020-01-26
133241,wear,United Kingdom,2020-01-26
133242,human,United Kingdom,2020-01-26
133243,#travel,United Kingdom,2020-01-26
133244,buy,United Kingdom,2020-01-26
133245,royal,United Kingdom,2020-01-26
133246,called,United Kingdom,2020-01-26
133247,comes,United Kingdom,2020-01-26
133248,hands,United Kingdom,2020-01-26
133249,border,United Kingdom,2020-01-26
133250,weaponised,United Kingdom,2020-01-26
133251,live,United Kingdom,2020-01-26
133252,e,United Kingdom,2020-01-26
133253,peace,United Kingdom,2020-01-26
133254,disgusting,United Kingdom,2020-01-26
133255,@borisjohnson,United Kingdom,2020-01-26
133256,coach,United Kingdom,2020-01-26
133257,embarrassing,United Kingdom,2020-01-26
133258,trump,United Kingdom,2020-01-26
133259,doesn,United Kingdom,2020-01-26
133260,watch,United Kingdom,2020-01-26
133261,absolutely,United Kingdom,2020-01-26
133262,set,United Kingdom,2020-01-26
133263,value,United Kingdom,2020-01-26
133264,mad,United Kingdom,2020-01-26
133265,close,United Kingdom,2020-01-26
133266,night,United Kingdom,2020-01-26
133267,apparently,United Kingdom,2020-01-26
133268,@profakinabayomi,United Kingdom,2020-01-26
133269,union,United Kingdom,2020-01-26
133270,cats,United Kingdom,2020-01-26
133271,february,United Kingdom,2020-01-26
133272,risk,United Kingdom,2020-01-26
133273,job,United Kingdom,2020-01-26
133274,experts,United Kingdom,2020-01-26
133275,@who,United Kingdom,2020-01-26
133276,blow,United Kingdom,2020-01-26
133277,doing,United Kingdom,2020-01-26
133278,pandemic,United Kingdom,2020-01-26
133279,#auspol,United Kingdom,2020-01-26
133280,#nhs,United Kingdom,2020-01-26
133281,@afneil,United Kingdom,2020-01-26
133282,oh,United Kingdom,2020-01-26
133283,taking,United Kingdom,2020-01-26
133284,second,United Kingdom,2020-01-26
133285,concern,United Kingdom,2020-01-26
133286,sad,United Kingdom,2020-01-26
133287,@bbcnews,United Kingdom,2020-01-26
133288,english,United Kingdom,2020-01-26
133289,d,United Kingdom,2020-01-26
133290,stay,United Kingdom,2020-01-26
133291,update,United Kingdom,2020-01-26
133292,@,United Kingdom,2020-01-26
133293,company,United Kingdom,2020-01-26
133294,deal,United Kingdom,2020-01-26
133295,eating,United Kingdom,2020-01-26
133296,isolation,United Kingdom,2020-01-26
133297,nm,United Kingdom,2020-01-26
133298,order,United Kingdom,2020-01-26
133299,talking,United Kingdom,2020-01-26
133300,mind,United Kingdom,2020-01-26
133301,drinking,United Kingdom,2020-01-26
133302,end,United Kingdom,2020-01-26
133303,guy,United Kingdom,2020-01-26
133304,life,United Kingdom,2020-01-26
133305,department,United Kingdom,2020-01-26
133306,FALSE,United Kingdom,2020-01-26
133307,@zerohedge,United Kingdom,2020-01-26
133308,simpsons,United Kingdom,2020-01-26
133309,n,United Kingdom,2020-01-26
133310,reason,United Kingdom,2020-01-26
133311,send,United Kingdom,2020-01-26
133312,making,United Kingdom,2020-01-26
133313,use,United Kingdom,2020-01-26
133314,hard,United Kingdom,2020-01-26
133315,#wuhancoronavirus,United Kingdom,2020-01-26
133316,leave,United Kingdom,2020-01-26
133317,sign,United Kingdom,2020-01-26
133318,@lbc,United Kingdom,2020-01-26
133319,328,United Kingdom,2020-01-26
133320,eighth,United Kingdom,2020-01-26
133321,villa,United Kingdom,2020-01-26
133322,old,United Kingdom,2020-01-26
133323,global,United Kingdom,2020-01-26
133324,83,United Kingdom,2020-01-26
133325,wipe,United Kingdom,2020-01-26
133326,300,United Kingdom,2020-01-26
133327,thailand,United Kingdom,2020-01-26
133328,thrown,United Kingdom,2020-01-26
133329,needs,United Kingdom,2020-01-26
133330,wait,United Kingdom,2020-01-26
133331,god,United Kingdom,2020-01-26
133332,#wuhancoronavirusoutbreak,United Kingdom,2020-01-26
133333,hunan,United Kingdom,2020-01-26
133334,lax,United Kingdom,2020-01-26
133335,signing,United Kingdom,2020-01-26
133336,safe,United Kingdom,2020-01-26
133337,years,United Kingdom,2020-01-26
133338,fun,United Kingdom,2020-01-26
133339,airport,United Kingdom,2020-01-26
133340,friends,United Kingdom,2020-01-26
133341,11,United Kingdom,2020-01-26
133342,ok,United Kingdom,2020-01-26
133343,having,United Kingdom,2020-01-26
133344,dirty,United Kingdom,2020-01-26
133345,properly,United Kingdom,2020-01-26
133346,break,United Kingdom,2020-01-26
133347,recently,United Kingdom,2020-01-26
133348,happened,United Kingdom,2020-01-26
133349,sorry,United Kingdom,2020-01-26
133350,@hamidmirpak,United Kingdom,2020-01-26
133351,culled,United Kingdom,2020-01-26
133352,diarrhoea,United Kingdom,2020-01-26
133353,elbows,United Kingdom,2020-01-26
133354,flags,United Kingdom,2020-01-26
133355,h5n1,United Kingdom,2020-01-26
133356,khan,United Kingdom,2020-01-26
133357,urine,United Kingdom,2020-01-26
133358,monday,United Kingdom,2020-01-26
133359,conspiracy,United Kingdom,2020-01-26
133360,haven,United Kingdom,2020-01-26
133361,worry,United Kingdom,2020-01-26
133362,tell,United Kingdom,2020-01-26
133363,campus,United Kingdom,2020-01-26
133364,cos,United Kingdom,2020-01-26
133365,isn,United Kingdom,2020-01-26
133366,victims,United Kingdom,2020-01-26
133367,details,United Kingdom,2020-01-26
133368,drink,United Kingdom,2020-01-26
133369,#uk,United Kingdom,2020-01-26
133370,mouth,United Kingdom,2020-01-26
133371,research,United Kingdom,2020-01-26
133372,started,United Kingdom,2020-01-26
133373,banning,United Kingdom,2020-01-26
133374,blocks,United Kingdom,2020-01-26
133375,looking,United Kingdom,2020-01-26
133376,coming,United Kingdom,2020-01-26
133377,spreads,United Kingdom,2020-01-26
133378,rate,United Kingdom,2020-01-26
133379,pay,United Kingdom,2020-01-26
133380,500,United Kingdom,2020-01-26
133381,infectious,United Kingdom,2020-01-26
133382,biggest,United Kingdom,2020-01-26
133383,interesting,United Kingdom,2020-01-26
133384,province,United Kingdom,2020-01-26
133385,ready,United Kingdom,2020-01-26
133386,2,United Kingdom,2020-01-26
133387,hk,United Kingdom,2020-01-26
133388,weeks,United Kingdom,2020-01-26
133389,trying,United Kingdom,2020-01-26
133390,living,United Kingdom,2020-01-26
133391,staff,United Kingdom,2020-01-26
133392,foreign,United Kingdom,2020-01-26
133393,yeah,United Kingdom,2020-01-26
133394,ago,United Kingdom,2020-01-26
133395,big,United Kingdom,2020-01-26
133396,tourism,United Kingdom,2020-01-26
133397,folk,United Kingdom,2020-01-26
133398,toll,United Kingdom,2020-01-26
133399,league,United Kingdom,2020-01-26
133400,fine,United Kingdom,2020-01-26
133401,affected,United Kingdom,2020-01-26
133402,street,United Kingdom,2020-01-26
133403,check,United Kingdom,2020-01-26
133404,believe,United Kingdom,2020-01-26
133405,banned,United Kingdom,2020-01-26
133406,govt,United Kingdom,2020-01-26
133407,@updayuk,United Kingdom,2020-01-26
133408,accommodation,United Kingdom,2020-01-26
133409,information,United Kingdom,2020-01-26
133410,evacuees,United Kingdom,2020-01-26
133411,argument,United Kingdom,2020-01-26
133412,restrict,United Kingdom,2020-01-26
133413,tower,United Kingdom,2020-01-26
133414,TRUE,United Kingdom,2020-01-26
133415,ban,United Kingdom,2020-01-26
133416,air,United Kingdom,2020-01-26
133417,@scmpnews,United Kingdom,2020-01-26
133418,sales,United Kingdom,2020-01-26
133419,foot,United Kingdom,2020-01-26
133420,team,United Kingdom,2020-01-26
133421,worried,United Kingdom,2020-01-26
133422,8,United Kingdom,2020-01-26
133423,patient,United Kingdom,2020-01-26
133424,broadcast,United Kingdom,2020-01-26
133425,guys,United Kingdom,2020-01-26
133426,evacuate,United Kingdom,2020-01-26
133427,hit,United Kingdom,2020-01-26
133428,long,United Kingdom,2020-01-26
133429,#scicomm,United Kingdom,2020-01-26
133430,rumours,United Kingdom,2020-01-26
133431,early,United Kingdom,2020-01-26
133432,killed,United Kingdom,2020-01-26
133433,little,United Kingdom,2020-01-26
133434,twitter,United Kingdom,2020-01-26
133435,race,United Kingdom,2020-01-26
133436,water,United Kingdom,2020-01-26
133437,wtf,United Kingdom,2020-01-26
133438,citizens,United Kingdom,2020-01-26
133439,panic,United Kingdom,2020-01-26
133440,fight,United Kingdom,2020-01-26
133441,car,United Kingdom,2020-01-26
133442,published,United Kingdom,2020-01-26
133443,reading,United Kingdom,2020-01-26
133444,positive,United Kingdom,2020-01-26
133445,reported,United Kingdom,2020-01-26
133446,amazing,United Kingdom,2020-01-26
133447,brought,United Kingdom,2020-01-26
133448,campaign,United Kingdom,2020-01-26
133449,north,United Kingdom,2020-01-26
133450,memes,United Kingdom,2020-01-26
133451,best,United Kingdom,2020-01-26
133452,@phe,United Kingdom,2020-01-26
133453,assure,United Kingdom,2020-01-26
133454,massachusetts,United Kingdom,2020-01-26
133455,tslaq,United Kingdom,2020-01-26
133456,obviously,United Kingdom,2020-01-26
133457,residents,United Kingdom,2020-01-26
133458,literally,United Kingdom,2020-01-26
133459,lockdown,United Kingdom,2020-01-26
133460,thing,United Kingdom,2020-01-26
133461,infections,United Kingdom,2020-01-26
133462,seriously,United Kingdom,2020-01-26
133463,rises,United Kingdom,2020-01-26
133464,win,United Kingdom,2020-01-26
133465,doctors,United Kingdom,2020-01-26
133466,playing,United Kingdom,2020-01-26
133467,potential,United Kingdom,2020-01-26
133468,bucket,United Kingdom,2020-01-26
133469,cows,United Kingdom,2020-01-26
133470,negotiating,United Kingdom,2020-01-26
133471,house,United Kingdom,2020-01-26
133472,fans,United Kingdom,2020-01-26
133473,didn,United Kingdom,2020-01-26
133474,won,United Kingdom,2020-01-26
133475,protect,United Kingdom,2020-01-26
133476,b,United Kingdom,2020-01-26
133477,bed,United Kingdom,2020-01-26
133478,thinking,United Kingdom,2020-01-26
133479,disagree,United Kingdom,2020-01-26
133480,packages,United Kingdom,2020-01-26
133481,piss,United Kingdom,2020-01-26
133482,inserts,United Kingdom,2020-01-26
133483,invent,United Kingdom,2020-01-26
133484,lot,United Kingdom,2020-01-26
133485,#featuredstories,United Kingdom,2020-01-26
133486,#newsdaily,United Kingdom,2020-01-26
133487,#newsdesk,United Kingdom,2020-01-26
133488,#newsfeed,United Kingdom,2020-01-26
133489,@agirlcalledlina,United Kingdom,2020-01-26
133490,fiweh,United Kingdom,2020-01-26
133491,went,United Kingdom,2020-01-26
133492,contact,United Kingdom,2020-01-26
133493,total,United Kingdom,2020-01-26
133494,quite,United Kingdom,2020-01-26
133495,million,United Kingdom,2020-01-26
133496,let,United Kingdom,2020-01-26
133497,dont,United Kingdom,2020-01-26
133498,major,United Kingdom,2020-01-26
133499,kong,United Kingdom,2020-01-26
133500,uk,United Kingdom,2020-02-02
133501,sky,United Kingdom,2020-02-02
133502,coronavirus,United Kingdom,2020-02-02
133503,paedophile,United Kingdom,2020-02-02
133504,s,United Kingdom,2020-02-02
133505,chinese,United Kingdom,2020-02-02
133506,amp,United Kingdom,2020-02-02
133507,#coronavirus,United Kingdom,2020-02-02
133508,wuhan,United Kingdom,2020-02-02
133509,outbreak,United Kingdom,2020-02-02
133510,death,United Kingdom,2020-02-02
133511,elizabeth,United Kingdom,2020-02-02
133512,british,United Kingdom,2020-02-02
133513,china,United Kingdom,2020-02-02
133514,t,United Kingdom,2020-02-02
133515,people,United Kingdom,2020-02-02
133516,#bahcesaray,United Kingdom,2020-02-02
133517,#china,United Kingdom,2020-02-02
133518,@famous9,United Kingdom,2020-02-02
133519,doctor,United Kingdom,2020-02-02
133520,virus,United Kingdom,2020-02-02
133521,news,United Kingdom,2020-02-02
133522,just,United Kingdom,2020-02-02
133523,#pegasus,United Kingdom,2020-02-02
133524,sentence,United Kingdom,2020-02-02
133525,like,United Kingdom,2020-02-02
133526,#missamericana,United Kingdom,2020-02-02
133527,nazi,United Kingdom,2020-02-02
133528,#news,United Kingdom,2020-02-02
133529,hospital,United Kingdom,2020-02-02
133530,truth,United Kingdom,2020-02-02
133531,nhs,United Kingdom,2020-02-02
133532,vlogs,United Kingdom,2020-02-02
133533,toll,United Kingdom,2020-02-02
133534,prove,United Kingdom,2020-02-02
133535,bbc,United Kingdom,2020-02-02
133536,world,United Kingdom,2020-02-02
133537,#walls,United Kingdom,2020-02-02
133538,2,United Kingdom,2020-02-02
133539,justice,United Kingdom,2020-02-02
133540,epidemic,United Kingdom,2020-02-02
133541,say,United Kingdom,2020-02-02
133542,cost,United Kingdom,2020-02-02
133543,don,United Kingdom,2020-02-02
133544,kong,United Kingdom,2020-02-02
133545,government,United Kingdom,2020-02-02
133546,latest,United Kingdom,2020-02-02
133547,cruise,United Kingdom,2020-02-02
133548,corona,United Kingdom,2020-02-02
133549,hong,United Kingdom,2020-02-02
133550,think,United Kingdom,2020-02-02
133551,new,United Kingdom,2020-02-02
133552,m,United Kingdom,2020-02-02
133553,cases,United Kingdom,2020-02-02
133554,ve,United Kingdom,2020-02-02
133555,fault,United Kingdom,2020-02-02
133556,days,United Kingdom,2020-02-02
133557,#brexitday,United Kingdom,2020-02-02
133558,britons,United Kingdom,2020-02-02
133559,going,United Kingdom,2020-02-02
133560,week,United Kingdom,2020-02-02
133561,need,United Kingdom,2020-02-02
133562,time,United Kingdom,2020-02-02
133563,end,United Kingdom,2020-02-02
133564,england,United Kingdom,2020-02-02
133565,send,United Kingdom,2020-02-02
133566,ship,United Kingdom,2020-02-02
133567,trade,United Kingdom,2020-02-02
133568,quarantine,United Kingdom,2020-02-02
133569,health,United Kingdom,2020-02-02
133570,global,United Kingdom,2020-02-02
133571,wanna,United Kingdom,2020-02-02
133572,1,United Kingdom,2020-02-02
133573,street,United Kingdom,2020-02-02
133574,ok,United Kingdom,2020-02-02
133575,know,United Kingdom,2020-02-02
133576,5,United Kingdom,2020-02-02
133577,wenliang,United Kingdom,2020-02-02
133578,work,United Kingdom,2020-02-02
133579,hell,United Kingdom,2020-02-02
133580,0,United Kingdom,2020-02-02
133581,#wuhan,United Kingdom,2020-02-02
133582,sars,United Kingdom,2020-02-02
133583,thanks,United Kingdom,2020-02-02
133584,li,United Kingdom,2020-02-02
133585,london,United Kingdom,2020-02-02
133586,flu,United Kingdom,2020-02-02
133587,got,United Kingdom,2020-02-02
133588,#coronavirusuk,United Kingdom,2020-02-02
133589,day,United Kingdom,2020-02-02
133590,@borisjohnson,United Kingdom,2020-02-02
133591,spread,United Kingdom,2020-02-02
133592,today,United Kingdom,2020-02-02
133593,curated,United Kingdom,2020-02-02
133594,really,United Kingdom,2020-02-02
